13:03:33 HypixelApiJoinEvent(alpha=false)
13:03:33 Connected to Hypixel
13:03:34 HypixelApiServerChangeEvent(serverName=dynamiclobby21A, serverType=PROTOTYPE, lobbyName=prototypelobby4, mode=null, map=null)
13:03:41 HypixelApiServerChangeEvent(serverName=mini183CQ, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
13:03:41 Island detected: 'PRIVATE_ISLAND'
13:03:41 Island change: 'NONE' -> 'PRIVATE_ISLAND'
13:03:42 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: UNKNOWN, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CQ, serverType: SKYBLOCK, map: Private Island
13:09:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:32 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:32 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:32 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:33 HypixelApiServerChangeEvent(serverName=mini149BK, serverType=SKYBLOCK, lobbyName=null, mode=hub, map=Hub)
13:09:33 Island detected: 'HUB'
13:09:33 Island change: 'PRIVATE_ISLAND' -> 'HUB'
13:09:33 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:33 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:34 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:34 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:34 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:34 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:34 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:34 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:34 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:34 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:09:34 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:10:14 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:10:14 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:10:14 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini149BK, serverType: SKYBLOCK, map: Hub
13:10:15 HypixelApiServerChangeEvent(serverName=mini1028E, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
13:10:15 Island detected: 'PRIVATE_ISLAND'
13:10:15 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 Island change: 'HUB' -> 'PRIVATE_ISLAND'
13:10:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:10:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini1028E, serverType: SKYBLOCK, map: Private Island
13:22:41 Disconnected
13:22:51 HypixelApiJoinEvent(alpha=false)
13:22:51 Connected to Hypixel
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:22:52 HypixelApiServerChangeEvent(serverName=dynamiclobby23B, serverType=PROTOTYPE, lobbyName=prototypelobby1, mode=null, map=null)
13:22:57 HypixelApiServerChangeEvent(serverName=mini181CF, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
13:22:57 Island detected: 'PRIVATE_ISLAND'
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 Island change: 'NONE' -> 'PRIVATE_ISLAND'
13:22:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
13:22:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini181CF, serverType: SKYBLOCK, map: Private Island
