12:15:45 HypixelApiJoinEvent(alpha=false)
12:15:45 Connected to Hypixel
12:15:48 HypixelApiServerChangeEvent(serverName=dynamiclobby21A, serverType=PROTOTYPE, lobbyName=prototypelobby4, mode=null, map=null)
12:16:05 HypixelApiServerChangeEvent(serverName=mini234A, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
12:16:05 Island detected: 'PRIVATE_ISLAND'
12:16:05 Island change: 'NONE' -> 'PRIVATE_ISLAND'
12:16:05 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:24:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:26:35 HypixelApiServerChangeEvent(serverName=mini250K, serverType=SKYBLOCK, lobbyName=null, mode=dungeon, map=Dungeon)
12:26:35 Island detected: 'CATACOMBS'
12:26:35 Island change: 'DUNGEON_HUB' -> 'CATACOMBS'
12:26:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:26:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini250K, serverType: SKYBLOCK, map: Dungeon
12:34:56 HypixelApiServerChangeEvent(serverName=mini3CM, serverType=SKYBLOCK, lobbyName=null, mode=dungeon_hub, map=Dungeon Hub)
12:34:56 Island detected: 'DUNGEON_HUB'
12:34:56 Island change: 'CATACOMBS' -> 'DUNGEON_HUB'
12:34:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:57 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:34:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:38:08 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:38:08 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:38:08 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:38:08 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:38:08 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:38:08 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:38:08 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:38:08 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:38:08 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:38:08 HypixelApiServerChangeEvent(serverName=mini197DU, serverType=SKYBLOCK, lobbyName=null, mode=dungeon, map=Dungeon)
12:38:08 Island detected: 'CATACOMBS'
12:38:08 Island change: 'DUNGEON_HUB' -> 'CATACOMBS'
12:38:08 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:08 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:08 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:08 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:08 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:38:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: CATACOMBS, HypixelData.serverId: null, serverId: mini197DU, serverType: SKYBLOCK, map: Dungeon
12:44:27 HypixelApiServerChangeEvent(serverName=mini2CA, serverType=SKYBLOCK, lobbyName=null, mode=dungeon_hub, map=Dungeon Hub)
12:44:27 Island detected: 'DUNGEON_HUB'
12:44:27 Island change: 'CATACOMBS' -> 'DUNGEON_HUB'
12:44:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini2CA, serverType: SKYBLOCK, map: Dungeon Hub
12:44:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini2CA, serverType: SKYBLOCK, map: Dungeon Hub
12:44:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini2CA, serverType: SKYBLOCK, map: Dungeon Hub
12:44:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini2CA, serverType: SKYBLOCK, map: Dungeon Hub
12:44:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini2CA, serverType: SKYBLOCK, map: Dungeon Hub
12:44:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini2CA, serverType: SKYBLOCK, map: Dungeon Hub
12:44:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini2CA, serverType: SKYBLOCK, map: Dungeon Hub
12:44:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini2CA, serverType: SKYBLOCK, map: Dungeon Hub
12:44:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini2CA, serverType: SKYBLOCK, map: Dungeon Hub
12:44:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini2CA, serverType: SKYBLOCK, map: Dungeon Hub
12:44:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: CATACOMBS, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini2CA, serverType: SKYBLOCK, map: Dungeon Hub
