21:27:08 HypixelApiJoinEvent(alpha=false)
21:27:08 Connected to Hypixel
21:27:10 HypixelApiServerChangeEvent(serverName=dynamiclobby22H, serverType=PROTOTYPE, lobbyName=prototypelobby3, mode=null, map=null)
21:27:28 HypixelApiServerChangeEvent(serverName=mini157P, serverType=SKYBLOCK, lobbyName=null, mode=combat_1, map=Spider's Den)
21:27:28 Island detected: 'SPIDER_DEN'
21:27:28 Island change: 'NONE' -> 'SPIDER_DEN'
21:27:28 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: SPIDER_DEN, HypixelData.serverId: null, serverId: mini157P, serverType: SKYBLOCK, map: Spider's Den
22:48:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:48:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini74BN, serverType: SKYBLOCK, map: Hub
22:53:35 HypixelApiServerChangeEvent(serverName=mini85BS, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
22:53:35 Island detected: 'PRIVATE_ISLAND'
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 Island change: 'HUB' -> 'PRIVATE_ISLAND'
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:35 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
22:53:36 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini85BS, serverType: SKYBLOCK, map: Private Island
