10:01:09 HypixelApiJoinEvent(alpha=false)
10:01:09 Connected to Hypixel
10:01:12 HypixelApiServerChangeEvent(serverName=dynamiclobby22H, serverType=PROTOTYPE, lobbyName=prototypelobby3, mode=null, map=null)
10:01:19 HypixelApiServerChangeEvent(serverName=mini63CB, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
10:01:19 Island detected: 'PRIVATE_ISLAND'
10:01:19 Island change: 'NONE' -> 'PRIVATE_ISLAND'
10:01:19 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini63CB, serverType: SKYBLOCK, map: Private Island
10:19:58 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:59 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:59 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:59 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:59 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:59 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:59 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:59 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:59 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:59 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:20:16 HypixelApiServerChangeEvent(serverName=mini183CA, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
10:20:16 Island detected: 'PRIVATE_ISLAND'
10:20:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 Island change: 'DUNGEON_HUB' -> 'PRIVATE_ISLAND'
10:20:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:16 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:20:17 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CA, serverType: SKYBLOCK, map: Private Island
10:30:53 HypixelApiServerChangeEvent(serverName=mini9DE, serverType=SKYBLOCK, lobbyName=null, mode=winter, map=Jerry's Workshop)
10:30:53 Island detected: 'WINTER'
10:30:53 Island change: 'PRIVATE_ISLAND' -> 'WINTER'
10:30:53 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:53 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:53 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:53 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:53 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:53 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:53 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
10:30:54 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: Jerry's Workshop
11:01:27 HypixelApiServerChangeEvent(serverName=mini94BF, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
11:01:27 Island detected: 'PRIVATE_ISLAND'
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: WINTER, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:27 Island change: 'WINTER' -> 'PRIVATE_ISLAND'
11:01:28 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:28 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:28 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:28 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
11:01:28 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini94BF, serverType: SKYBLOCK, map: Private Island
