18:46:12 HypixelApiJoinEvent(alpha=false)
18:46:12 Connected to Hypixel
18:46:13 HypixelApiServerChangeEvent(serverName=dynamiclobby12H, serverType=PROTOTYPE, lobbyName=prototypelobby2, mode=null, map=null)
18:46:20 HypixelApiServerChangeEvent(serverName=mini185CQ, serverType=SKYBLOCK, lobbyName=null, mode=garden, map=Garden)
18:46:20 Island detected: 'GARDEN'
18:46:20 Island change: 'NONE' -> 'GARDEN'
18:46:22 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: UNKNOWN, island: GARDEN, HypixelData.serverId: null, serverId: mini185CQ, serverType: SKYBLOCK, map: Garden
18:51:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini28AB, serverType: SKYBLOCK, map: Jerry's Workshop
18:51:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini28AB, serverType: SKYBLOCK, map: Jerry's Workshop
18:51:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini28AB, serverType: SKYBLOCK, map: Jerry's Workshop
18:51:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini28AB, serverType: SKYBLOCK, map: Jerry's Workshop
18:51:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini28AB, serverType: SKYBLOCK, map: Jerry's Workshop
18:51:15 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini28AB, serverType: SKYBLOCK, map: Jerry's Workshop
19:25:49 HypixelApiServerChangeEvent(serverName=mini35BR, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
19:25:49 Island detected: 'PRIVATE_ISLAND'
19:25:49 Island change: 'WINTER' -> 'PRIVATE_ISLAND'
19:25:49 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:49 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:25:50 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini35BR, serverType: SKYBLOCK, map: Private Island
19:52:24 HypixelApiServerChangeEvent(serverName=mini199DP, serverType=SKYBLOCK, lobbyName=null, mode=dungeon_hub, map=Dungeon Hub)
19:52:24 Island detected: 'DUNGEON_HUB'
19:52:24 Island change: 'PRIVATE_ISLAND' -> 'DUNGEON_HUB'
19:52:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:24 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:25 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:25 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:25 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:25 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:25 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:25 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:25 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:25 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:25 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:25 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
19:52:25 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini199DP, serverType: SKYBLOCK, map: Dungeon Hub
20:01:23 HypixelApiServerChangeEvent(serverName=mini190DJ, serverType=SKYBLOCK, lobbyName=null, mode=dungeon, map=Dungeon)
20:01:23 Island detected: 'CATACOMBS'
20:01:23 Island change: 'DUNGEON_HUB' -> 'CATACOMBS'
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: DUNGEON_HUB, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:23 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
20:01:24 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: CATACOMBS, HypixelData.serverId: null, serverId: mini190DJ, serverType: SKYBLOCK, map: Dungeon
